year,month,month_conversion,shopee_region,english_product_category,partner_type,conversion_count,usd_sale_amount,usd_revenue,usd_payout,usd_avg_sale_per_conv,myr_avg_sale_per_conv,%_revenue_per_sale,%_payout_per_sale,%_payout_per_revenue
2024,2,2024-02-01,Shopee Thailand,Home Appliances,Sub-Network,551,14471.05,273,195.22,26,124,1.89,1.35,71.51
2024,1,2024-01-01,Shopee Taiwan,Gaming & Consoles,Comparison,136,5471.13,36.64,25.67,40,189,0.67,0.47,70.06
2024,4,2024-04-01,Shopee Indonesia,Muslim Fashion,Others,1617,6044.58,115.53,81.01,4,18,1.91,1.34,70.12
2024,4,2024-04-01,Shopee Indonesia,"Tickets, Vouchers & Services",Others,3526,15488.27,288.17,202.87,4,21,1.86,1.31,70.4
2024,3,2024-03-01,Shopee Vietnam,Home & Living,Coupons,193,622.43,13.79,12.37,3,15,2.22,1.99,89.7
2024,6,2024-06-01,Shopee Indonesia,Pets,Sub-Network,26879,80512.55,1490.82,1044.55,3,14,1.85,1.3,70.07
2024,7,2024-07-01,Shopee Philippines,Books & Magazines,Rewards,310,1720.54,18.57,14.92,6,26,1.08,0.87,80.34
2024,7,2024-07-01,Shopee Taiwan,"Tickets, Vouchers & Services",Paid Traffic,1677,51957.28,133.31,93.66,31,146,0.26,0.18,70.26
2024,6,2024-06-01,Shopee Taiwan,Women Clothes,Sub-Network,16805,106568.2,469.77,334.78,6,30,0.44,0.31,71.26
2024,8,2024-08-01,Shopee Malaysia,Health,Rewards,112,1207.44,23.86,17.67,11,51,1.98,1.46,74.06
2024,7,2024-07-01,Shopee Philippines,Travel & Luggage,Coupons,71,328.11,3.72,3.01,5,22,1.13,0.92,80.91
2024,8,2024-08-01,Shopee Philippines,Health,Others,180,1014.97,20.36,16.33,6,27,2.01,1.61,80.21
2024,1,2024-01-01,Shopee Singapore,Men Shoes,Sub-Network,241,3105.03,128.09,89.93,13,61,4.13,2.9,70.21
2024,1,2024-01-01,Shopee Thailand,Hobbies & Collections,Social,165,1402.87,35.9,25.07,9,40,2.56,1.79,69.83
2024,6,2024-06-01,Shopee Taiwan,Stationery,Paid Traffic,36457,116204.09,113.22,78.84,3,15,0.1,0.07,69.63
2024,8,2024-08-01,Shopee Malaysia,Muslim Fashion,Coupons,62,337.94,7.03,4.91,5,26,2.08,1.45,69.84
2024,1,2024-01-01,Shopee Indonesia,Gaming & Consoles,Sub-Network,1363,12141.37,143.6,100.12,9,42,1.18,0.82,69.72
2024,1,2024-01-01,Shopee Thailand,Home Appliances,Social,164,5118.12,127.83,89.41,31,147,2.5,1.75,69.94
2024,1,2024-01-01,Shopee Philippines,Health,Rewards,3308,24960.2,342.95,274.28,8,36,1.37,1.1,79.98
2024,6,2024-06-01,Shopee Thailand,Pets,Paid Traffic,2275,13973.24,186.27,128.28,6,29,1.33,0.92,68.87
2024,1,2024-01-01,Shopee Vietnam,Watches,Paid Traffic,1185,8560.07,268.94,182.2,7,34,3.14,2.13,67.75
2024,7,2024-07-01,Shopee Taiwan,Food & Beverage,Social,2769,19793.6,74.59,52.21,7,34,0.38,0.26,70
2024,6,2024-06-01,Shopee Vietnam,Automobiles,Paid Traffic,1928,9384.38,192.11,149.96,5,23,2.05,1.6,78.06
2024,5,2024-05-01,Shopee Indonesia,Motorcycles,Coupons,271,2012.12,32.92,23.01,7,35,1.64,1.14,69.9
2024,5,2024-05-01,Shopee Indonesia,Home Appliances,Coupons,161,1518.81,23.25,16.3,9,44,1.53,1.07,70.11
2024,5,2024-05-01,Shopee Philippines,Men Bags,Sub-Network,155,822.22,13.38,10.71,5,25,1.63,1.3,80.04
2024,3,2024-03-01,Shopee Malaysia,Hobbies & Collections,Paid Traffic,7663,51530.31,1418.27,950.28,7,32,2.75,1.84,67
2024,3,2024-03-01,Shopee Malaysia,Mobile & Gadgets,Social,5695,72745.71,1443.18,1025.74,13,60,1.98,1.41,71.07
2024,6,2024-06-01,Shopee Thailand,Mobile & Gadgets,Sub-Network,2089,20498.17,215.42,159.1,10,46,1.05,0.78,73.86
2024,3,2024-03-01,Shopee Thailand,Food & Beverage,Sub-Network,1003,5020.33,109.17,78.32,5,24,2.17,1.56,71.74
2024,7,2024-07-01,Shopee Thailand,Cameras & Drones,Content,115,5141.87,58.27,42.11,45,211,1.13,0.82,72.27
2024,3,2024-03-01,Shopee Taiwan,Sports & Outdoors,Sub-Network,7004,94062.76,637.7,452.55,13,63,0.68,0.48,70.97
2024,5,2024-05-01,Shopee Malaysia,Home & Living,Coupons,1414,11395.06,166.62,116.84,8,38,1.46,1.03,70.12
2024,8,2024-08-01,Shopee Thailand,Food & Beverage,Sub-Network,2835,12810.18,272.57,200.77,5,21,2.13,1.57,73.66
2024,5,2024-05-01,Shopee Indonesia,Men Bags,Others,196,998.35,19.42,13.61,5,24,1.95,1.36,70.08
2024,3,2024-03-01,Shopee Philippines,Watches,Social,365,2020.41,40.53,32.48,6,26,2.01,1.61,80.14
2024,7,2024-07-01,Shopee Malaysia,Home Appliances,Sub-Network,2623,55691.56,1098.19,768.78,21,100,1.97,1.38,70
2024,8,2024-08-01,Shopee Malaysia,Baby & Kids Fashion,Sub-Network,1133,3982.79,86.16,60,4,17,2.16,1.51,69.64
2024,7,2024-07-01,Shopee Vietnam,Watches,Sub-Network,4887,27227.16,486.46,437.52,6,26,1.79,1.61,89.94
2024,3,2024-03-01,Shopee Singapore,Mom & Baby,Coupons,117,2809.37,73.16,51.22,24,113,2.6,1.82,70.01
2024,2,2024-02-01,Shopee Malaysia,"Tickets, Vouchers & Services",Others,174,1248.66,6.29,4.28,7,34,0.5,0.34,68.04
2024,6,2024-06-01,Shopee Singapore,Books & Magazines,Sub-Network,69,691.73,10.26,7.26,10,47,1.48,1.05,70.76
2024,5,2024-05-01,Shopee Indonesia,Health,Others,2079,10397.63,194.13,135.86,5,24,1.87,1.31,69.98
2024,2,2024-02-01,Shopee Vietnam,Men Clothes,Others,460,2768.99,73.04,65.87,6,28,2.64,2.38,90.18
2024,2,2024-02-01,Shopee Malaysia,Beauty,Rewards,2593,15287.16,757.35,535.88,6,28,4.95,3.51,70.76
2024,1,2024-01-01,Shopee Philippines,Women Bags,Social,1885,7161.73,124.92,99.9,4,18,1.74,1.39,79.97
2024,5,2024-05-01,Shopee Malaysia,Computers & Accessories,Sub-Network,2884,36496.84,360.82,251.52,13,60,0.99,0.69,69.71
2024,1,2024-01-01,Shopee Malaysia,Health,Social,4669,51087.67,1591.86,1145.25,11,52,3.12,2.24,71.94
2024,1,2024-01-01,Shopee Thailand,Women Bags,Social,155,951.3,40.95,28.7,6,29,4.3,3.02,70.09
2024,1,2024-01-01,Shopee Philippines,Women Clothes,Coupons,1975,6402.72,93.01,74.56,3,15,1.45,1.16,80.16
2024,7,2024-07-01,Shopee Thailand,Women Clothes,Coupons,62,174.87,2.52,1.79,3,13,1.44,1.02,71.03
2024,7,2024-07-01,Shopee Vietnam,Books & Magazines,Paid Traffic,3146,11271.66,228.64,196.21,4,17,2.03,1.74,85.82
2024,6,2024-06-01,Shopee Philippines,Books & Magazines,Paid Traffic,421,2582.99,28.95,23.03,6,29,1.12,0.89,79.55
2024,2,2024-02-01,Shopee Indonesia,Health,Others,386,2239.91,44.62,31.33,6,27,1.99,1.4,70.22
2024,6,2024-06-01,Shopee Singapore,Health,Content,381,9502.76,138.8,97.23,25,117,1.46,1.02,70.05
2024,3,2024-03-01,Shopee Indonesia,Women Bags,Sub-Network,7368,38124.21,715.92,502.3,5,24,1.88,1.32,70.16
2024,2,2024-02-01,Shopee Malaysia,Muslim Fashion,Sub-Network,3201,19458.3,1042.87,730.26,6,29,5.36,3.75,70.02
2024,4,2024-04-01,Shopee Thailand,Men Bags,Paid Traffic,295,2035.9,34.44,23.49,7,33,1.69,1.15,68.21
2024,7,2024-07-01,Shopee Malaysia,Stationery,Social,1341,4183.83,85.78,60.36,3,15,2.05,1.44,70.37
2024,5,2024-05-01,Shopee Taiwan,Men Shoes,Others,296,1911.7,11.6,8.14,6,30,0.61,0.43,70.17
2024,4,2024-04-01,Shopee Vietnam,Audio,Comparison,214,2430.12,47.89,43.07,11,53,1.97,1.77,89.94
2024,2,2024-02-01,Shopee Singapore,Audio,Paid Traffic,797,20202.77,592.2,404.06,25,119,2.93,2,68.23
2024,6,2024-06-01,Shopee Philippines,Stationery,Paid Traffic,2890,6202.61,66.14,52.18,2,10,1.07,0.84,78.89
2024,6,2024-06-01,Shopee Indonesia,Sports & Outdoors,Social,4440,39584.73,1220.33,854.26,9,42,3.08,2.16,70
2024,7,2024-07-01,Shopee Malaysia,Muslim Fashion,Others,73,370.15,9.18,6.42,5,24,2.48,1.73,69.93
2024,5,2024-05-01,Shopee Malaysia,Baby & Kids Fashion,Sub-Network,1322,4174.03,117.3,82.35,3,15,2.81,1.97,70.2
2024,5,2024-05-01,Shopee Indonesia,Mobile & Gadgets,Content,3262,73207.25,1305.13,913.35,22,106,1.78,1.25,69.98
2024,1,2024-01-01,Shopee Vietnam,Food & Beverage,Sub-Network,70538,325089.61,9392.01,8444.91,5,22,2.89,2.6,89.92
2024,3,2024-03-01,Shopee Vietnam,Hobbies & Collections,Paid Traffic,7904,22764.22,436.37,333.62,3,14,1.92,1.47,76.45
2024,5,2024-05-01,Shopee Thailand,Beauty,Content,2067,14107.26,395.6,303.57,7,32,2.8,2.15,76.74
2024,6,2024-06-01,Shopee Thailand,Motorcycles,Others,151,1104.61,15.31,10.66,7,34,1.39,0.97,69.63
2024,8,2024-08-01,Shopee Indonesia,Mom & Baby,Others,9302,36755.35,683.34,476.92,4,19,1.86,1.3,69.79
2024,7,2024-07-01,Shopee Malaysia,Women Clothes,Coupons,157,537.17,10.67,7.41,3,16,1.99,1.38,69.45
2024,8,2024-08-01,Shopee Taiwan,Beauty,Content,693,6896.48,36.89,25.8,10,47,0.53,0.37,69.94
2024,6,2024-06-01,Shopee Indonesia,Home & Living,Paid Traffic,38342,157510.18,2979.3,2003.93,4,19,1.89,1.27,67.26
2024,7,2024-07-01,Shopee Taiwan,Men Shoes,Comparison,248,4582.94,41.32,28.9,18,87,0.9,0.63,69.94
2024,8,2024-08-01,Shopee Taiwan,Food & Beverage,Others,1782,13421.1,52.75,37,8,35,0.39,0.28,70.14
2024,6,2024-06-01,Shopee Thailand,Home Appliances,Coupons,109,2786.13,39.12,27.43,26,120,1.4,0.98,70.12
2024,8,2024-08-01,Shopee Indonesia,Cameras & Drones,Coupons,32,625.06,6.96,4.87,20,92,1.11,0.78,69.97
2024,5,2024-05-01,Shopee Malaysia,Cameras & Drones,Social,234,9472.52,180.76,128.4,40,191,1.91,1.36,71.03
2024,1,2024-01-01,Shopee Taiwan,Fashion Accessories,Content,1053,9040.34,71.96,50.4,9,40,0.8,0.56,70.04
2024,1,2024-01-01,Shopee Taiwan,Health,Content,1384,21057.04,78.75,55.19,15,72,0.37,0.26,70.08
2024,5,2024-05-01,Shopee Singapore,Men Shoes,Content,49,615.24,10.84,7.61,13,59,1.76,1.24,70.2
2024,5,2024-05-01,Shopee Philippines,Men Clothes,Paid Traffic,2456,10228.68,160.27,127.1,4,20,1.57,1.24,79.3
2024,2,2024-02-01,Shopee Thailand,Home Appliances,Rewards,3024,114131.14,3181.03,2226.49,38,178,2.79,1.95,69.99
2024,2,2024-02-01,Shopee Singapore,Pets,Coupons,67,1271.72,27.86,19.52,19,89,2.19,1.53,70.06
2024,4,2024-04-01,Shopee Singapore,"Tickets, Vouchers & Services",Paid Traffic,268,3104.36,0,0,12,55,0,0,0
2024,7,2024-07-01,Shopee Singapore,Others,Social,384,5287.2,86.55,60.61,14,65,1.64,1.15,70.03
2024,8,2024-08-01,Shopee Indonesia,Fashion Accessories,Others,10904,26821.22,401.3,278.19,2,12,1.5,1.04,69.32
2024,4,2024-04-01,Shopee Philippines,Computers & Accessories,Coupons,237,3604.78,24.95,19.88,15,72,0.69,0.55,79.68
2024,5,2024-05-01,Shopee Philippines,Men Shoes,Content,120,765.52,10.79,8.94,6,30,1.41,1.17,82.85
2024,8,2024-08-01,Shopee Philippines,Mom & Baby,Social,4954,24677.46,621.38,496.36,5,23,2.52,2.01,79.88
2024,3,2024-03-01,Shopee Indonesia,Food & Beverage,Content,5242,19162.51,495.6,346.46,4,17,2.59,1.81,69.91
2024,4,2024-04-01,Shopee Thailand,Computers & Accessories,Paid Traffic,925,16931.58,219.59,152.57,18,86,1.3,0.9,69.48
2024,7,2024-07-01,Shopee Malaysia,Automobiles,Content,1076,14766.24,301.06,210.83,14,65,2.04,1.43,70.03
2024,5,2024-05-01,Shopee Taiwan,Sports & Outdoors,Sub-Network,12157,133546.11,793.73,566.46,11,52,0.59,0.42,71.37
2024,6,2024-06-01,Shopee Malaysia,Books & Magazines,Sub-Network,1651,6529.37,169.49,118.55,4,19,2.6,1.82,69.95
2024,5,2024-05-01,Shopee Malaysia,Health,Comparison,655,9300.72,183.99,141.91,14,67,1.98,1.53,77.13
2024,3,2024-03-01,Shopee Philippines,Computers & Accessories,Sub-Network,1070,16806.87,101.68,82.16,16,74,0.6,0.49,80.8
2024,8,2024-08-01,Shopee Thailand,Men Clothes,Paid Traffic,2171,11850.72,274.58,187.06,5,26,2.32,1.58,68.13
2024,1,2024-01-01,Shopee Vietnam,Baby & Kids Fashion,Comparison,795,3177.47,35.87,32.35,4,19,1.13,1.02,90.19
2024,5,2024-05-01,Shopee Indonesia,Computers & Accessories,Others,467,4765.03,59.68,41.85,10,48,1.25,0.88,70.12
2024,7,2024-07-01,Shopee Taiwan,Watches,Sub-Network,499,5713.38,41.1,29.58,11,54,0.72,0.52,71.97
2024,5,2024-05-01,Shopee Vietnam,Stationery,Paid Traffic,7663,12158.22,353.21,301.25,2,7,2.91,2.48,85.29
2024,1,2024-01-01,Shopee Taiwan,Computers & Accessories,Social,1067,22769.15,226.44,158.47,21,101,0.99,0.7,69.98
2024,8,2024-08-01,Shopee Malaysia,Sports & Outdoors,Paid Traffic,3706,28821.8,629.03,434.23,8,37,2.18,1.51,69.03
2024,5,2024-05-01,Shopee Indonesia,Home Appliances,Sub-Network,21937,201867.45,2812.51,1971.71,9,43,1.39,0.98,70.1
2024,4,2024-04-01,Shopee Vietnam,Stationery,Comparison,766,1976.43,53.22,47.92,3,12,2.69,2.42,90.04
2024,2,2024-02-01,Shopee Indonesia,Men Clothes,Comparison,91,559.18,12.23,8.58,6,29,2.19,1.53,70.16
2024,8,2024-08-01,Shopee Malaysia,Pets,Social,697,4918.86,124.98,87.66,7,33,2.54,1.78,70.14
2024,5,2024-05-01,Shopee Singapore,Home & Living,Sub-Network,3128,39283.75,726.49,514.66,13,59,1.85,1.31,70.84
2024,3,2024-03-01,Shopee Vietnam,Health,Sub-Network,70354,413338.74,14026.62,12617.81,6,28,3.39,3.05,89.96
2024,1,2024-01-01,Shopee Thailand,Home Appliances,Paid Traffic,2353,46128.27,1259.08,859.53,20,92,2.73,1.86,68.27
2024,6,2024-06-01,Shopee Philippines,Mom & Baby,Coupons,744,3427.43,38.94,31.17,5,22,1.14,0.91,80.05
2024,6,2024-06-01,Shopee Thailand,Men Clothes,Coupons,120,507.69,13.74,9.62,4,20,2.71,1.89,70.01
2024,7,2024-07-01,Shopee Singapore,Mom & Baby,Others,323,4998.44,78,54.58,15,73,1.56,1.09,69.97
2024,5,2024-05-01,Shopee Malaysia,Computers & Accessories,Paid Traffic,4573,54442.07,521.71,355.06,12,56,0.96,0.65,68.06
2024,6,2024-06-01,Shopee Malaysia,Hobbies & Collections,Paid Traffic,2571,13117.94,336.28,232.19,5,24,2.56,1.77,69.05
2024,4,2024-04-01,Shopee Singapore,Stationery,Paid Traffic,1620,8733.79,167.82,114.81,5,25,1.92,1.31,68.41
2024,7,2024-07-01,Shopee Taiwan,Books & Magazines,Social,642,5787.3,15.16,10.67,9,42,0.26,0.18,70.38
2024,5,2024-05-01,Shopee Taiwan,Women Clothes,Paid Traffic,43515,275462.05,1017.79,714.47,6,30,0.37,0.26,70.2
2024,5,2024-05-01,Shopee Malaysia,Hobbies & Collections,Others,409,3737.56,78.65,54.89,9,43,2.1,1.47,69.79
2024,7,2024-07-01,Shopee Thailand,Food & Beverage,Content,1006,5165.98,152.67,117.45,5,24,2.96,2.27,76.93
2024,6,2024-06-01,Shopee Thailand,Women Clothes,Coupons,308,849.1,21.33,14.95,3,13,2.51,1.76,70.09
2024,3,2024-03-01,Shopee Malaysia,Health,Coupons,509,9897.42,223.77,156.74,19,92,2.26,1.58,70.05
2024,5,2024-05-01,Shopee Malaysia,Home & Living,Content,4907,42698.08,578.97,405.58,9,41,1.36,0.95,70.05
2024,1,2024-01-01,Shopee Taiwan,Women Shoes,Comparison,330,3931.32,41.79,29.28,12,56,1.06,0.74,70.06
2024,4,2024-04-01,Shopee Philippines,Books & Magazines,Social,669,3618.26,191,152.76,5,25,5.28,4.22,79.98
2024,1,2024-01-01,Shopee Thailand,"Tickets, Vouchers & Services",Social,91,964.87,9.78,6.89,11,50,1.01,0.71,70.45
2024,8,2024-08-01,Shopee Thailand,Pets,Rewards,3821,28253.83,374.65,261.84,7,35,1.33,0.93,69.89
2024,6,2024-06-01,Shopee Malaysia,"Tickets, Vouchers & Services",Sub-Network,3529,30179.08,223.11,154.06,9,40,0.74,0.51,69.05
2024,6,2024-06-01,Shopee Thailand,Sports & Outdoors,Paid Traffic,2175,18182.67,232,158.7,8,39,1.28,0.87,68.41
2024,1,2024-01-01,Shopee Singapore,Pets,Rewards,361,6473.85,201.51,159.9,18,84,3.11,2.47,79.35
2024,5,2024-05-01,Shopee Vietnam,Fashion Accessories,Others,3598,4496.36,127.1,114.25,1,6,2.83,2.54,89.89
2024,8,2024-08-01,Shopee Indonesia,Muslim Fashion,Social,4018,17378.08,509.77,356.74,4,20,2.93,2.05,69.98
2024,7,2024-07-01,Shopee Taiwan,Women Clothes,Paid Traffic,60044,372317.66,1421.08,997.65,6,29,0.38,0.27,70.2
2024,4,2024-04-01,Shopee Singapore,Travel & Luggage,Social,2,107.43,4.61,3.23,54,253,4.29,3.01,70.07
2024,5,2024-05-01,Shopee Taiwan,Women Clothes,Coupons,15,211.01,1.81,1.26,14,66,0.86,0.6,69.61
2024,6,2024-06-01,Shopee Thailand,Motorcycles,Content,131,2038.09,42.69,30.65,16,73,2.09,1.5,71.8
2024,4,2024-04-01,Shopee Indonesia,Audio,Coupons,46,612.94,7.21,5.04,13,63,1.18,0.82,69.9
2024,5,2024-05-01,Shopee Vietnam,Women Clothes,Social,32,323.25,5.6,4.99,10,48,1.73,1.54,89.11
2024,1,2024-01-01,Shopee Vietnam,Gaming & Consoles,Coupons,8,166.94,1.34,1.2,21,98,0.8,0.72,89.55
2024,2,2024-02-01,Shopee Thailand,Motorcycles,Comparison,35,277.09,5.95,4.14,8,37,2.15,1.49,69.58
2024,3,2024-03-01,Shopee Vietnam,Books & Magazines,Social,35,107.41,4.67,4.17,3,14,4.35,3.88,89.29
2024,4,2024-04-01,Shopee Philippines,Health,Comparison,26,237.71,3.11,2.46,9,43,1.31,1.03,79.1
2024,5,2024-05-01,Shopee Taiwan,Men Bags,Social,105,1842.55,16.35,11.43,18,83,0.89,0.62,69.91
2024,1,2024-01-01,Shopee Thailand,Audio,Comparison,34,821.51,11.8,8.23,24,114,1.44,1,69.75
2024,1,2024-01-01,Shopee Philippines,Men Bags,Content,57,388.08,6.42,5.52,7,32,1.65,1.42,85.98
2024,5,2024-05-01,Shopee Singapore,Hobbies & Collections,Rewards,86,3822.68,34.03,27.1,44,209,0.89,0.71,79.64
2024,5,2024-05-01,Shopee Indonesia,Men Bags,Coupons,21,132.57,2.67,1.86,6,30,2.01,1.4,69.66
2024,6,2024-06-01,Shopee Indonesia,Mom & Baby,Comparison,35,206.31,4.63,3.22,6,28,2.24,1.56,69.55
2024,7,2024-07-01,Shopee Singapore,Automobiles,Rewards,10,16.85,0.33,0.23,2,8,1.96,1.36,69.7
2024,8,2024-08-01,Shopee Indonesia,Gaming & Consoles,Comparison,3,33.23,0.71,0.5,11,52,2.14,1.5,70.42
2024,6,2024-06-01,Shopee Philippines,Computers & Accessories,Others,29,1038.23,7.99,6.39,36,169,0.77,0.62,79.97
2024,7,2024-07-01,Shopee Thailand,Men Bags,Social,10,135.02,2.64,1.87,14,64,1.96,1.38,70.83
2024,5,2024-05-01,Shopee Singapore,Women Shoes,Content,42,469.66,8.79,6.16,11,53,1.87,1.31,70.08
2024,2,2024-02-01,Shopee Malaysia,Men Bags,Others,11,53.26,1.65,1.17,5,23,3.1,2.2,70.91
2024,8,2024-08-01,Shopee Taiwan,Food & Beverage,Rewards,12,60.9,0.56,0.38,5,24,0.92,0.62,67.86
2024,4,2024-04-01,Shopee Taiwan,Men Clothes,Rewards,6,58.73,0,0,10,46,0,0,0
2024,7,2024-07-01,Shopee Thailand,Men Shoes,Others,38,477.57,10.01,7.05,13,59,2.1,1.48,70.43
2024,7,2024-07-01,Shopee Vietnam,Men Bags,Content,27,220.38,4.03,3.6,8,38,1.83,1.63,89.33
2024,7,2024-07-01,Shopee Taiwan,Sports & Outdoors,Rewards,12,49.68,0.57,0.4,4,19,1.15,0.81,70.18
2024,8,2024-08-01,Shopee Thailand,Men Bags,Content,38,939.38,31.98,28.29,25,116,3.4,3.01,88.46
2024,7,2024-07-01,Shopee Philippines,Home Appliances,Others,24,628.27,22.06,17.63,26,123,3.51,2.81,79.92
2024,4,2024-04-01,Shopee Thailand,Men Shoes,Comparison,8,97.46,9.42,6.59,12,57,9.67,6.76,69.96
2024,6,2024-06-01,Shopee Vietnam,Audio,Content,19,165.12,3.29,2.96,9,41,1.99,1.79,89.97
2024,6,2024-06-01,Shopee Singapore,Health,Coupons,247,7770.67,103.62,72.65,31,148,1.33,0.93,70.11
2024,2,2024-02-01,Shopee Indonesia,Sports & Outdoors,Comparison,101,842.2,13.54,9.45,8,39,1.61,1.12,69.79
2024,5,2024-05-01,Shopee Taiwan,Men Bags,Content,74,1138.24,9.56,6.7,15,72,0.84,0.59,70.08
2024,1,2024-01-01,Shopee Singapore,Men Bags,Coupons,32,306.69,10.82,7.57,10,45,3.53,2.47,69.96
2024,3,2024-03-01,Shopee Vietnam,Travel & Luggage,Social,26,63.89,3.49,3.15,2,12,5.46,4.93,90.26
2024,7,2024-07-01,Shopee Taiwan,Automobiles,Coupons,18,198.2,0.74,0.52,11,52,0.37,0.26,70.27
2024,2,2024-02-01,Shopee Philippines,Sports & Outdoors,Comparison,21,200.76,2.36,1.9,10,45,1.18,0.95,80.51
2024,6,2024-06-01,Shopee Philippines,Home Appliances,Comparison,64,734.7,5.8,4.75,11,54,0.79,0.65,81.9
2024,7,2024-07-01,Shopee Thailand,Baby & Kids Fashion,Social,65,140.53,3.5,2.47,2,10,2.49,1.76,70.57
2024,2,2024-02-01,Shopee Malaysia,Men Bags,Coupons,29,188.58,9.23,6.49,7,31,4.89,3.44,70.31
2024,6,2024-06-01,Shopee Philippines,Travel & Luggage,Others,4,7.78,0.51,0.41,2,9,6.56,5.27,80.39
2024,1,2024-01-01,Shopee Vietnam,Others,Content,64,1396.62,45.5,40.94,22,103,3.26,2.93,89.98
2024,8,2024-08-01,Shopee Vietnam,Men Bags,Content,20,132.41,2.65,2.36,7,31,2,1.78,89.06
2024,8,2024-08-01,Shopee Vietnam,Books & Magazines,Content,87,230.05,4.61,4.14,3,12,2,1.8,89.8
2024,5,2024-05-01,Shopee Philippines,Travel & Luggage,Content,87,386.81,5.24,4.21,4,21,1.35,1.09,80.34
2024,7,2024-07-01,Shopee Thailand,Motorcycles,Comparison,32,506.01,5.51,3.84,16,74,1.09,0.76,69.69
2024,7,2024-07-01,Shopee Thailand,Computers & Accessories,Others,62,1411.38,18.73,13.07,23,107,1.33,0.93,69.78
2024,4,2024-04-01,Shopee Vietnam,Hobbies & Collections,Social,47,113.44,0.55,0.5,2,11,0.48,0.44,90.91
2024,7,2024-07-01,Shopee Singapore,Food & Beverage,Comparison,59,702.76,20.18,14.2,12,56,2.87,2.02,70.37
2024,2,2024-02-01,Shopee Taiwan,Stationery,Coupons,13,109.67,0,0,8,40,0,0,0
2024,6,2024-06-01,Shopee Thailand,Audio,Coupons,48,402.35,8.28,5.8,8,39,2.06,1.44,70.05
2024,6,2024-06-01,Shopee Singapore,Audio,Coupons,83,2971.22,34.27,23.95,36,169,1.15,0.81,69.89
2024,3,2024-03-01,Shopee Vietnam,Audio,Content,14,65.23,0.94,0.83,5,22,1.44,1.27,88.3
2024,2,2024-02-01,Shopee Malaysia,Others,Social,16,399.78,5.16,3.64,25,118,1.29,0.91,70.54
2024,7,2024-07-01,Shopee Philippines,Motorcycles,Comparison,61,851.15,8.52,7.22,14,66,1,0.85,84.74
2024,2,2024-02-01,Shopee Taiwan,Food & Beverage,Rewards,16,113.66,0.35,0.24,7,33,0.31,0.21,68.57
2024,8,2024-08-01,Shopee Vietnam,Pets,Rewards,3,15.45,0,0,5,24,0,0,0
2024,8,2024-08-01,Shopee Taiwan,Cameras & Drones,Coupons,13,278.33,2.2,1.54,21,101,0.79,0.55,70
2024,7,2024-07-01,Shopee Malaysia,Gaming & Consoles,Paid Traffic,571,5614.88,106.75,77.17,10,46,1.9,1.37,72.29
2024,7,2024-07-01,Shopee Taiwan,Food & Beverage,Rewards,22,156.27,0,0,7,33,0,0,0
2024,4,2024-04-01,Shopee Thailand,Watches,Social,15,843.69,22.94,16.07,56,265,2.72,1.9,70.05
2024,6,2024-06-01,Shopee Vietnam,Men Shoes,Coupons,9,93.99,1.86,1.67,10,49,1.98,1.78,89.78
2024,2,2024-02-01,Shopee Singapore,Hobbies & Collections,Social,3,215.9,1.56,1.09,72,339,0.72,0.5,69.87
2024,3,2024-03-01,Shopee Taiwan,Men Clothes,Rewards,1,5.76,0,0,6,27,0,0,0
2024,5,2024-05-01,Shopee Singapore,Sports & Outdoors,Comparison,25,196.58,6.85,4.83,8,37,3.48,2.46,70.51
2024,2,2024-02-01,Shopee Singapore,Cameras & Drones,Social,2,17.58,0.35,0.25,9,41,1.99,1.42,71.43
2024,7,2024-07-01,Shopee Philippines,Gaming & Consoles,Others,1,0.09,0,0,0,0,0,0,0
2024,4,2024-04-01,Shopee Philippines,Muslim Fashion,Comparison,2,10.34,0.16,0.14,5,24,1.55,1.35,87.5
2024,2,2024-02-01,Shopee Vietnam,Gaming & Consoles,Coupons,3,52.03,0.26,0.23,17,82,0.5,0.44,88.46
2024,5,2024-05-01,Shopee Taiwan,Women Shoes,Coupons,4,144.87,1.97,1.39,36,171,1.36,0.96,70.56
2024,5,2024-05-01,Shopee Vietnam,Food & Beverage,Rewards,3,27.81,0.93,0.83,9,44,3.34,2.98,89.25
2024,8,2024-08-01,Shopee Vietnam,Books & Magazines,Social,1,3.86,0.08,0.07,4,18,2.07,1.81,87.5
2024,7,2024-07-01,Shopee Vietnam,Women Clothes,Rewards,3,20.24,0.4,0.37,7,32,1.98,1.83,92.5
2024,2,2024-02-01,Shopee Vietnam,Audio,Rewards,1,5.14,0.03,0.02,5,24,0.58,0.39,66.67
2024,5,2024-05-01,Shopee Vietnam,"Tickets, Vouchers & Services",Comparison,2,21.11,0,0,11,50,0,0,0
2024,4,2024-04-01,Shopee Singapore,Baby & Kids Fashion,Social,2,9.95,0.19,0.14,5,23,1.91,1.41,73.68
2024,8,2024-08-01,Shopee Vietnam,Fashion Accessories,Rewards,1,0.56,0.01,0.01,1,3,1.79,1.79,100
2024,5,2024-05-01,Shopee Taiwan,Travel & Luggage,Coupons,2,1.33,0.03,0.01,1,3,2.26,0.75,33.33
2024,3,2024-03-01,Shopee Taiwan,Automobiles,Rewards,1,1.63,0,0,2,8,0,0,0
2024,1,2024-01-01,Shopee Philippines,Gaming & Consoles,Others,4,69.17,1.35,1.09,17,81,1.95,1.58,80.74
